Source-Destination Pair,Total Data (bytes)
98.139.134.187:80 -> 172.16.133.132:38655,1514
67.217.66.244:443 -> 172.16.133.67:55898,60
172.16.133.92:55697 -> 216.115.217.201:443,2569
172.16.133.39:62815 -> 64.74.80.15:443,1357
172.16.133.153:34897 -> 172.16.128.202:53,86
172.16.133.67:55896 -> 68.64.13.250:443,60
172.16.133.37:60543 -> 172.16.139.250:5440,120
172.16.133.82:61262 -> 172.16.139.250:5440,60
172.16.133.24:55751 -> 173.194.43.40:443,2716
8.8.8.8:53 -> 172.16.133.6:56285,152
173.194.43.59:443 -> 172.16.133.41:52150,192
172.16.133.109:53893 -> 70.42.13.101:443,60
172.16.133.132:54620 -> 216.185.152.111:80,1518
172.16.133.37:55425 -> 172.16.139.250:5500,348
68.64.13.250:443 -> 172.16.133.67:55896,60
172.16.133.44:64678 -> 208.111.161.254:80,252
172.16.133.78:58418 -> 208.71.123.129:443,60
172.16.133.132:50425 -> 76.13.6.174:80,66
172.16.133.60:62039 -> 67.217.65.49:443,2714
208.111.161.254:80 -> 172.16.133.44:64678,9144
172.16.133.233:33854 -> 8.8.8.8:33447,60
208.111.161.254:80 -> 172.16.133.44:64677,12112
206.188.4.9:443 -> 172.16.133.78:58427,60
76.13.6.174:80 -> 172.16.133.132:50425,66
172.16.133.44:64677 -> 208.111.161.254:80,120
172.16.133.37:59832 -> 157.56.234.118:443,1996
96.43.146.48:443 -> 172.16.133.24:56567,6432
172.16.133.11:49284 -> 172.16.139.250:5462,4076
172.16.133.23:55028 -> 67.217.66.244:443,66
172.16.133.23:55029 -> 216.219.115.250:443,186
172.16.133.132:44330 -> 98.138.19.88:80,461
216.219.115.250:443 -> 172.16.133.23:55029,60
172.16.133.37:60541 -> 96.43.146.48:443,1534
172.16.133.42:57835 -> 172.16.139.250:5462,5936
172.16.133.67:49855 -> 172.16.139.250:5462,6128
96.43.146.48:443 -> 172.16.133.37:60539,1774
172.16.133.50:50688 -> 96.43.146.22:443,60
172.16.133.37:59833 -> 157.56.234.118:443,300
172.16.133.83:51533 -> 172.16.139.250:5462,1806
172.16.133.56:61343 -> 172.16.139.250:5440,60
172.16.133.78:49780 -> 172.16.139.250:5462,300
172.16.133.207:49562 -> 172.16.139.250:5462,5708
202.173.24.200:443 -> 172.16.133.103:63413,60
172.16.133.103:63413 -> 202.173.24.200:443,60
172.16.133.78:59018 -> 172.16.139.250:5440,60
172.16.133.78:49385 -> 172.16.139.250:5500,1802
193.182.8.75:4070 -> 172.16.133.121:54656,3061
216.219.115.17:443 -> 172.16.133.67:51317,182
172.16.133.67:55900 -> 172.16.139.250:5440,60
98.139.134.187:80 -> 172.16.133.132:38660,1588
172.16.133.85:52187 -> 172.16.139.250:5440,60
172.16.133.71:57510 -> 132.245.2.22:443,6116
67.217.94.135:8200 -> 172.16.133.60:63862,5776
172.16.133.43:57703 -> 172.16.139.250:5440,120
172.16.133.53:53645 -> 67.217.64.54:443,1755
172.16.133.25:49275 -> 172.16.139.250:5462,1620
172.16.133.207:50477 -> 68.64.21.45:1853,57114
172.16.133.13:52979 -> 172.16.139.250:5440,120
172.16.133.21:51652 -> 172.16.139.250:5462,720
172.16.133.12:63226 -> 172.16.139.250:5462,2264
172.16.133.23:56742 -> 172.16.139.250:5462,660
172.16.133.13:54236 -> 172.16.139.250:5462,360
72.21.195.34:80 -> 172.16.133.47:56544,60
72.21.195.34:80 -> 172.16.133.47:56543,605
96.43.146.22:443 -> 172.16.133.99:55387,60
172.16.133.99:55387 -> 96.43.146.22:443,60
172.16.133.132:50430 -> 76.13.6.174:80,511
172.16.133.20:62293 -> 172.16.139.250:5440,265
172.16.133.39:64203 -> 23.67.242.64:80,60
67.217.64.49:443 -> 172.16.133.60:62038,59054
67.217.64.49:443 -> 172.16.133.53:53643,31077
172.16.133.73:60219 -> 173.194.43.30:443,1374
96.43.146.48:443 -> 172.16.133.24:57666,679
184.72.255.145:80 -> 172.16.133.47:56546,1859
172.16.133.47:56546 -> 184.72.255.145:80,804
172.16.133.47:56545 -> 184.72.255.145:80,2255
172.16.133.67:64620 -> 216.115.208.199:443,3839
173.194.43.30:443 -> 172.16.133.73:60219,122
172.16.133.28:65274 -> 172.16.139.250:5440,126
172.16.133.57:59184 -> 216.115.216.98:443,3269
172.16.133.57:59186 -> 216.219.115.160:443,3660
172.16.133.132:54645 -> 98.139.161.29:80,66
172.16.133.207:55651 -> 67.217.64.97:443,846
74.63.41.218:5060 -> 172.16.133.19:5060,1890
174.129.16.74:443 -> 172.16.133.73:60507,653
216.219.115.160:443 -> 172.16.133.57:59186,2678
172.16.133.87:60118 -> 172.16.139.250:5440,265
172.16.133.116:53130 -> 172.16.139.250:5440,66
172.16.133.84:58732 -> 172.16.139.250:5440,325
172.16.133.116:53131 -> 172.16.139.250:5440,120
172.16.133.116:53132 -> 172.16.139.250:5440,60
98.139.161.29:80 -> 172.16.133.132:54645,66
172.16.133.132:44335 -> 98.138.19.88:80,527
184.72.255.145:80 -> 172.16.133.47:56545,6254
172.16.133.49:55707 -> 172.16.139.250:5440,60
216.115.217.210:443 -> 172.16.133.92:55694,1746
172.16.133.95:56885 -> 172.16.139.250:5440,120
172.16.128.169:3589 -> 172.16.133.252:161,117
172.16.133.92:57617 -> 172.16.139.250:5440,60
68.64.28.20:443 -> 172.16.133.92:55717,662
172.16.133.29:60819 -> 172.16.139.250:5440,385
172.16.133.237:4358 -> 172.16.131.10:8080,5386
172.16.133.78:56478 -> 68.9.194.237:54094,1050
172.16.133.78:50685 -> 198.82.107.217:44419,834
172.16.133.78:54905 -> 66.31.24.112:32450,888
172.16.133.78:57678 -> 198.82.205.114:23618,1287
172.16.133.78:55130 -> 187.59.124.8:15849,513
172.16.133.78:58921 -> 24.210.53.247:51741,414
172.16.133.78:58840 -> 74.101.38.221:12868,1245
23.13.208.81:443 -> 172.16.133.73:60508,618
172.16.133.207:55875 -> 172.16.139.250:5440,126
199.94.91.63:12192 -> 172.16.133.78:58867,163
98.216.191.85:44774 -> 172.16.133.78:60699,4460
172.16.133.83:57024 -> 172.16.139.250:5440,391
72.80.185.137:13135 -> 172.16.133.78:54982,3718
172.16.133.73:59940 -> 23.32.176.63:443,611
172.16.133.55:57520 -> 172.16.139.250:5440,325
172.16.133.132:38665 -> 98.139.134.187:80,66
172.16.133.78:59019 -> 172.16.139.250:5440,60
172.16.131.10:8080 -> 172.16.133.237:4358,602
172.16.133.73:60509 -> 172.16.139.250:5440,66
172.16.133.53:54040 -> 172.16.139.250:5440,66
68.198.245.116:26725 -> 172.16.133.78:49709,4816
172.16.133.21:53114 -> 172.16.139.250:5440,60
172.16.133.30:62552 -> 172.16.139.250:5440,126
172.16.133.78:58985 -> 96.43.146.176:443,942
71.56.69.159:64277 -> 172.16.133.78:51583,402
172.16.133.34:50380 -> 172.16.139.250:5440,60
172.16.133.97:59311 -> 172.16.139.250:5440,60
172.16.133.25:60425 -> 71.252.224.198:44248,630
172.16.133.50:50694 -> 74.125.226.228:443,819
173.194.43.57:443 -> 172.16.133.73:60221,356
172.16.133.50:50684 -> 64.56.203.22:443,60
8.8.8.8:53 -> 172.16.133.6:56790,95
172.16.133.45:61310 -> 96.43.146.178:443,1754
96.43.146.176:443 -> 172.16.133.78:58986,28772
38.124.22.82:36043 -> 172.16.133.78:58886,55472
96.43.146.22:443 -> 172.16.133.85:64606,422
172.16.133.41:52662 -> 199.102.234.31:80,1554
172.16.133.20:62294 -> 216.219.115.250:443,66
76.13.6.174:80 -> 172.16.133.132:50435,1067
172.16.133.33:57820 -> 172.16.139.250:5440,126
172.16.133.41:52445 -> 207.171.14.112:80,60
172.16.133.118:58123 -> 216.115.216.101:443,2873
74.125.226.224:443 -> 172.16.133.37:60544,60
172.16.133.78:55438 -> 71.234.178.21:33052,1078
172.16.133.78:58905 -> 130.64.83.164:64216,695
172.16.133.68:60660 -> 172.16.139.250:5440,60
172.16.133.78:54670 -> 209.6.55.79:64921,758
172.16.133.73:60510 -> 64.208.138.118:443,1514
172.16.133.11:54697 -> 209.34.90.75:443,120
98.138.19.88:80 -> 172.16.133.132:44340,816
172.16.133.37:60544 -> 74.125.226.224:443,95
172.16.133.132:54650 -> 98.139.161.29:80,66
172.16.133.63:53817 -> 172.16.139.250:5440,265
64.208.138.118:443 -> 172.16.133.73:60510,1605
172.16.133.66:53790 -> 172.16.139.250:5440,66
172.16.133.78:59021 -> 96.43.146.178:443,1168
98.139.240.23:80 -> 172.16.133.132:52363,438
172.16.133.82:61263 -> 172.16.139.250:5440,265
68.64.21.71:1853 -> 172.16.133.57:53807,1435
172.16.133.37:60545 -> 172.16.139.250:5440,120
172.16.133.37:60405 -> 216.115.208.199:443,3533
96.43.146.178:443 -> 172.16.133.78:59021,1603
74.125.226.222:443 -> 172.16.133.50:50695,221
128.119.195.145:38677 -> 172.16.133.78:62209,1623
172.16.133.41:52439 -> 54.243.70.224:80,60
23.13.211.100:443 -> 172.16.133.37:60499,267051
96.43.146.178:443 -> 172.16.133.78:59022,1510
199.102.234.31:80 -> 172.16.133.41:52661,4362
68.64.13.250:443 -> 172.16.133.20:62297,60
67.217.65.49:443 -> 172.16.133.114:55270,788
172.16.133.37:60499 -> 23.13.211.100:443,7860
172.16.133.109:49151 -> 108.59.243.194:49153,284
172.16.133.132:38670 -> 98.139.134.187:80,66
172.16.133.76:61548 -> 96.43.146.48:443,60
172.16.133.112:51577 -> 174.129.24.14:8080,39742
172.16.133.67:55901 -> 172.16.139.250:5440,60
172.16.133.42:55084 -> 157.56.236.102:443,246
98.139.134.187:80 -> 172.16.133.132:38670,1345
172.16.133.78:59024 -> 96.43.146.178:443,120
63.116.244.160:80 -> 172.16.133.78:58441,66
172.16.133.56:61344 -> 172.16.139.250:5440,325
172.16.133.37:60485 -> 216.115.216.31:443,1934
172.16.133.42:54610 -> 216.115.208.199:443,453
172.16.133.50:50695 -> 74.125.226.222:443,120
172.16.133.42:57005 -> 172.16.139.250:5440,60
172.16.133.26:53040 -> 67.217.64.99:443,3233
172.16.133.132:50440 -> 76.13.6.174:80,445
172.16.133.41:52666 -> 23.15.129.86:80,748
172.16.133.75:50878 -> 172.16.139.250:5440,120
23.15.129.86:80 -> 172.16.133.41:52663,10658
23.15.129.86:80 -> 172.16.133.41:52667,2360
172.16.133.41:52667 -> 23.15.129.86:80,1532
172.16.133.85:51700 -> 216.219.115.183:443,2292
172.16.133.85:51701 -> 216.115.217.225:443,1872
172.16.133.41:52669 -> 172.16.139.250:5440,120
172.16.133.85:52188 -> 172.16.139.250:5440,66
96.43.146.178:443 -> 172.16.133.78:59024,351
172.16.133.163:3511 -> 74.125.226.207:80,60
23.15.129.86:80 -> 172.16.133.41:52665,21256
172.16.133.78:55436 -> 68.49.1.159:44534,714
216.115.216.31:443 -> 172.16.133.85:51699,1365
172.16.133.113:55583 -> 172.16.139.250:135,60
23.15.129.86:80 -> 172.16.133.41:52664,49958
172.16.133.78:59022 -> 96.43.146.178:443,60
172.16.133.132:44345 -> 98.138.19.88:80,461
173.194.75.106:443 -> 172.16.133.45:61299,126
172.16.133.13:52980 -> 172.16.139.250:5440,126
71.252.224.198:44248 -> 172.16.133.25:60425,2087
172.16.133.45:61303 -> 67.152.103.227:80,60
172.16.133.41:52665 -> 23.15.129.86:80,807
172.16.133.41:52663 -> 23.15.129.86:80,649
172.16.133.20:62298 -> 172.16.139.250:5440,60
172.16.133.53:138 -> 172.16.133.255:138,243
172.16.133.41:52664 -> 23.15.129.86:80,2229
23.15.129.86:80 -> 172.16.133.41:52668,13852
23.20.26.196:443 -> 172.16.133.24:57652,151
172.16.133.56:49515 -> 67.217.86.146:8200,320
172.16.133.42:57006 -> 198.145.13.24:80,126
172.16.133.35:49913 -> 172.16.139.250:5440,120
172.16.133.116:53133 -> 172.16.139.250:5440,132
98.139.134.187:80 -> 172.16.133.132:38675,1514
172.16.133.103:63414 -> 216.115.222.200:443,60
172.16.133.35:57118 -> 74.125.226.86:443,5747
172.16.133.99:51681 -> 216.219.115.17:443,776
172.16.133.42:57008 -> 198.145.13.24:80,60
172.16.133.49:55708 -> 172.16.139.250:5440,325
172.16.133.114:55214 -> 96.43.146.22:443,1474
172.16.133.92:57619 -> 216.219.115.250:443,126
74.125.226.86:443 -> 172.16.133.35:57118,1035
172.16.128.169:3618 -> 172.16.133.254:161,117
172.16.133.92:57620 -> 67.217.66.244:443,66
172.16.133.29:60820 -> 172.16.139.250:5440,60
172.16.133.44:64680 -> 172.16.139.250:5440,66
67.217.88.86:8200 -> 172.16.133.99:56567,2504
67.217.88.161:8200 -> 172.16.133.67:52403,1720
63.116.244.80:80 -> 172.16.133.39:64198,66
172.16.133.93:60438 -> 74.125.226.207:443,180
172.16.133.207:55876 -> 172.16.139.250:5440,120
172.16.133.132:52373 -> 98.139.240.23:80,74
172.16.133.132:44350 -> 98.138.19.88:80,461
199.102.234.31:80 -> 172.16.133.41:52670,353
199.102.234.31:80 -> 172.16.133.41:52672,134
172.16.133.55:57521 -> 172.16.139.250:5440,120
172.16.133.132:54660 -> 98.139.161.29:80,66
172.16.133.41:52674 -> 23.62.105.87:80,776
172.16.133.41:52678 -> 23.62.105.87:80,1814
172.16.133.53:54041 -> 172.16.139.250:5440,126
198.145.13.24:80 -> 172.16.133.42:57008,454
172.16.133.21:53115 -> 172.16.139.250:5440,60
67.217.66.65:443 -> 172.16.133.47:56537,2002
67.217.64.65:443 -> 172.16.133.47:56536,1365
172.16.133.21:51497 -> 172.16.139.250:5500,17240
98.139.161.29:80 -> 172.16.133.132:54660,66
172.16.133.92:57621 -> 68.64.30.250:443,60
8.8.8.8:53 -> 172.16.133.6:59365,98
172.16.133.6:49168 -> 8.8.8.8:53,82
172.16.133.97:59312 -> 172.16.139.250:5440,60
67.217.66.49:443 -> 172.16.133.60:62042,1547
173.194.43.59:80 -> 172.16.133.44:64682,995
172.16.133.57:59175 -> 184.73.181.74:8080,73620
23.62.105.87:80 -> 172.16.133.41:52674,29439
23.62.105.87:80 -> 172.16.133.41:52678,16720
23.62.105.87:80 -> 172.16.133.41:52677,3437
8.8.8.8:53 -> 172.16.133.6:49168,98
67.217.65.99:443 -> 172.16.133.36:64954,2060
184.73.181.74:8080 -> 172.16.133.57:59175,6858
172.16.133.36:64956 -> 67.217.64.99:443,2490
23.61.18.110:443 -> 172.16.133.41:52682,126
172.16.133.76:60749 -> 157.56.244.214:443,1560
173.194.43.59:80 -> 172.16.133.78:58724,485
23.62.105.87:80 -> 172.16.133.41:52675,15384
172.16.133.33:57821 -> 172.16.139.250:5440,186
216.52.242.80:80 -> 172.16.133.44:64681,1786
172.16.133.118:57961 -> 68.64.28.20:443,422
74.125.226.245:443 -> 172.16.133.96:59608,1735
216.52.242.80:80 -> 172.16.133.44:64675,9084
172.16.133.132:38680 -> 98.139.134.187:80,74
172.16.133.6:63417 -> 8.8.8.8:53,78
172.16.133.92:55693 -> 64.74.80.188:443,3595
172.16.133.12:59652 -> 172.16.139.250:5440,66
172.16.133.68:60661 -> 172.16.139.250:5440,60
172.16.133.41:52675 -> 23.62.105.87:80,3933
172.16.133.63:53818 -> 172.16.139.250:5440,60
172.16.133.67:55903 -> 67.217.66.244:443,66
157.56.245.198:443 -> 172.16.133.48:49285,726
172.16.133.66:53791 -> 172.16.139.250:5440,66
184.73.184.196:80 -> 172.16.133.93:60449,66
8.8.8.8:53 -> 172.16.133.6:58104,184
172.16.133.6:54488 -> 8.8.8.8:53,78
172.16.133.103:63417 -> 202.173.24.200:443,66
172.16.133.82:61264 -> 172.16.139.250:5440,325
206.33.41.253:80 -> 172.16.133.44:64683,1694
172.16.133.44:64683 -> 206.33.41.253:80,120
172.16.133.84:49476 -> 96.43.146.48:443,334
8.8.8.8:53 -> 172.16.133.6:51787,140
96.43.146.22:443 -> 172.16.133.67:49205,60
172.16.133.20:62299 -> 173.194.75.104:443,5191
68.64.30.250:443 -> 172.16.133.67:55905,60
172.16.133.67:55905 -> 68.64.30.250:443,60
173.194.75.104:443 -> 172.16.133.20:62299,20033
69.132.122.65:49560 -> 172.16.133.90:51477,896
96.43.146.48:443 -> 172.16.133.37:60546,60
98.139.161.29:80 -> 172.16.133.132:54665,507
172.16.133.78:59026 -> 172.16.139.250:5440,66
207.171.14.219:80 -> 172.16.133.41:52474,60
172.16.133.93:60488 -> 173.194.74.155:80,60
172.16.133.23:55032 -> 216.219.115.250:443,60
68.64.28.24:8200 -> 172.16.133.36:57478,4542
172.16.133.67:55906 -> 172.16.139.250:5440,126
8.8.8.8:53 -> 172.16.133.6:57342,279
172.16.133.42:57009 -> 172.16.139.250:5440,60
172.16.133.56:61346 -> 172.16.139.250:5440,60
172.16.133.132:52378 -> 98.139.240.23:80,60
172.16.133.207:55844 -> 199.16.156.8:80,60
172.16.133.56:61345 -> 173.194.43.32:443,273
172.16.133.75:50879 -> 172.16.139.250:5440,246
172.16.133.41:52683 -> 172.16.139.250:5440,126
173.194.43.45:80 -> 172.16.133.93:60429,132
172.16.133.85:52189 -> 172.16.139.250:5440,120
173.194.43.32:443 -> 172.16.133.56:61345,450
172.16.133.23:52853 -> 239.255.255.250:1900,350
172.16.133.132:38685 -> 98.139.134.187:80,74
68.64.13.250:443 -> 172.16.133.23:55035,60
172.16.133.23:55035 -> 68.64.13.250:443,60
74.125.226.67:80 -> 172.16.133.41:52592,1720
172.16.133.13:52981 -> 172.16.139.250:5440,120
172.16.133.41:52673 -> 23.62.105.87:80,240
98.139.134.187:80 -> 172.16.133.132:38685,2859
172.16.133.40:65404 -> 74.125.226.213:443,2574
74.125.226.91:80 -> 172.16.133.41:52458,2093
172.16.133.67:51316 -> 216.115.216.44:443,1146
209.107.209.50:80 -> 172.16.133.37:50361,238933
216.115.216.98:443 -> 172.16.133.57:59184,2126
172.16.133.20:62300 -> 172.16.139.250:5440,325
76.13.6.174:80 -> 172.16.133.132:50455,78
172.16.133.99:55986 -> 172.16.139.250:5440,590
172.16.133.132:54670 -> 98.139.161.29:80,443
23.62.105.87:80 -> 172.16.133.41:52673,11156
206.33.41.253:80 -> 172.16.133.44:64686,60
172.16.133.44:64686 -> 206.33.41.253:80,60
206.33.41.253:80 -> 172.16.133.44:64685,1574
172.16.133.132:50455 -> 76.13.6.174:80,66
172.16.133.116:53137 -> 172.16.139.250:5440,60
172.16.133.116:53138 -> 172.16.139.250:5440,265
172.16.133.35:49914 -> 172.16.139.250:5440,180
172.16.133.84:58734 -> 172.16.139.250:5440,60
206.33.41.253:80 -> 172.16.133.44:64687,1775
172.16.133.44:64687 -> 206.33.41.253:80,542
172.16.133.6:53672 -> 8.8.8.8:53,86
172.16.133.44:64688 -> 206.33.41.253:80,1187
172.16.133.41:52676 -> 23.62.105.87:80,2293
8.8.8.8:53 -> 172.16.133.6:57393,109
206.33.41.253:80 -> 172.16.133.44:64689,1573
172.16.133.49:55709 -> 172.16.139.250:5440,66
172.16.133.132:52383 -> 98.139.240.23:80,842
172.16.128.202:53 -> 172.16.133.153:36608,85
23.0.49.244:80 -> 172.16.133.44:64694,66
172.16.133.37:50361 -> 209.107.209.50:80,4699
172.16.133.78:58395 -> 74.121.134.156:80,60
172.16.133.95:56887 -> 172.16.139.250:5440,265
172.16.133.118:58124 -> 216.219.115.163:443,2720
172.16.133.92:57623 -> 172.16.139.250:5440,265
172.16.133.29:60821 -> 172.16.139.250:5440,60
172.16.133.78:58865 -> 24.44.106.119:18131,1463
172.16.133.83:57026 -> 172.16.139.250:5440,120
172.16.133.93:60602 -> 172.16.139.250:5440,60
98.138.19.88:80 -> 172.16.133.132:44360,66
172.16.133.11:55085 -> 172.16.139.250:5440,590
98.139.134.187:80 -> 172.16.133.132:38690,1588
172.16.133.87:59825 -> 96.43.146.22:443,1414
172.16.133.21:53116 -> 172.16.139.250:5440,325
172.16.133.53:54042 -> 172.16.139.250:5440,120
172.16.133.30:62554 -> 172.16.139.250:5440,325
172.16.133.34:50382 -> 172.16.139.250:5440,66
172.16.133.25:63347 -> 172.16.139.250:5440,445
172.16.133.73:60512 -> 172.16.139.250:5440,120
172.16.133.39:62244 -> 96.43.146.22:443,1594
172.16.133.85:60806 -> 132.245.1.150:443,4511
172.16.133.92:50180 -> 216.115.208.199:443,575
172.16.133.87:59965 -> 96.43.146.22:443,60
96.43.146.22:443 -> 172.16.133.87:59825,485
173.194.43.60:80 -> 172.16.133.128:64593,198
172.16.133.11:55084 -> 157.56.244.214:443,60
172.16.133.41:52677 -> 23.62.105.87:80,2273
172.16.133.121:56471 -> 96.43.146.22:443,180
172.16.133.68:60556 -> 96.43.146.48:443,1474
172.16.133.41:52685 -> 74.125.226.91:80,1490
172.16.139.250:3389 -> 172.16.128.15:57460,3270
74.125.226.60:80 -> 172.16.133.41:52459,1085
23.62.105.87:80 -> 172.16.133.41:52676,6122
96.43.146.22:443 -> 172.16.133.121:56472,120
96.43.146.48:443 -> 172.16.133.68:60556,1882
172.16.133.68:60663 -> 172.16.139.250:5440,186
96.43.146.22:443 -> 172.16.133.121:56474,60
96.43.146.176:443 -> 172.16.133.45:61262,1474
157.56.234.118:443 -> 172.16.133.121:53744,120
172.16.133.12:59653 -> 172.16.139.250:5440,66
172.16.133.20:62302 -> 67.217.66.244:443,60
216.115.101.178:80 -> 172.16.133.39:64160,60
172.16.133.63:53819 -> 172.16.139.250:5440,325
216.219.115.250:443 -> 172.16.133.20:62301,60
172.16.133.20:62301 -> 216.219.115.250:443,60
172.16.133.132:54675 -> 98.139.161.29:80,66
172.16.133.29:60321 -> 216.52.242.80:80,15530
172.16.133.41:52403 -> 23.60.245.109:80,60
172.16.133.66:53792 -> 172.16.139.250:5440,325
23.67.242.73:80 -> 172.16.133.128:64964,66
23.67.242.73:80 -> 172.16.133.128:64961,132
172.16.133.82:61265 -> 172.16.139.250:5440,265
172.16.133.128:64963 -> 23.67.242.73:80,120
157.56.244.214:443 -> 172.16.133.11:55084,1574
23.67.242.73:80 -> 172.16.133.128:64962,1646
68.64.28.91:8200 -> 172.16.133.92:58748,4836
68.64.28.169:8200 -> 172.16.133.37:55364,3600
174.129.24.14:8080 -> 172.16.133.112:51577,3266
23.33.84.46:80 -> 172.16.133.35:49509,66
98.138.19.88:80 -> 172.16.133.132:44365,66
98.139.240.23:80 -> 172.16.133.132:52388,60
173.194.43.0:443 -> 172.16.133.67:55907,44699
199.102.234.31:80 -> 172.16.133.41:52687,126
172.16.133.41:52687 -> 199.102.234.31:80,991
172.16.133.41:52689 -> 199.102.234.31:80,868
172.16.133.24:57640 -> 23.22.135.102:443,60
172.16.133.24:57643 -> 204.232.201.76:443,60
172.16.133.67:55907 -> 173.194.43.0:443,2546
199.102.234.31:80 -> 172.16.133.41:52688,1090
172.16.133.67:55909 -> 172.16.139.250:5440,120
172.16.133.41:52690 -> 74.125.226.60:80,1480
204.232.201.76:443 -> 172.16.133.24:57643,60
173.194.43.21:443 -> 172.16.133.45:54683,2385
172.16.133.42:57010 -> 172.16.139.250:5440,60
172.16.133.67:55908 -> 173.194.43.0:443,66
67.217.86.242:8200 -> 172.16.133.57:62560,3904
67.217.86.146:8200 -> 172.16.133.56:49515,5850
67.217.86.124:8200 -> 172.16.133.207:50478,4992
172.16.133.41:52668 -> 23.15.129.86:80,1493
67.217.94.204:8200 -> 172.16.133.114:49321,4688
172.16.133.75:50880 -> 172.16.139.250:5440,60
172.16.133.85:52190 -> 172.16.139.250:5440,126
67.217.66.54:443 -> 172.16.133.207:55649,2093
67.217.64.54:443 -> 172.16.133.207:55648,1456
74.125.226.60:80 -> 172.16.133.41:52690,10454
172.16.133.15:53995 -> 157.56.240.102:443,345
172.16.133.44:64681 -> 216.52.242.80:80,4574
172.16.133.118:58201 -> 173.194.43.36:443,120
96.43.146.176:443 -> 172.16.133.85:51708,120
172.16.133.20:62305 -> 172.16.139.250:5440,120
